agent_name	grounding	other_mapping	cui
TGFB	"('FPLX', 'TGFB')"	"{'FPLX': 'TGFB', 'TEXT': 'transforming growth factor-β', 'IP': 'IPR015615', 'MESH': 'D016212'}"	C1366557
Protease	"('FPLX', 'Protease')"	"{'FPLX': 'Protease', 'TEXT': 'proteinase', 'NCIT': 'C16965', 'MESH': 'D010447'}"	C0030946
CBT	"('UP', 'P60770')"	"{'UP': 'P60770', 'TEXT': 'CBT'}"	C0155017
CTSS	"('HGNC', '2545')"	"{'UP': 'P25774', 'TEXT': 'cathepsins', 'HGNC': '2545'}"	C0007286
MMP9	"('HGNC', '7176')"	"{'UP': 'P14780', 'TEXT': 'MMP9', 'MESH': 'D020780', 'HGNC': '7176'}"	C0165519
MMP2	"('HGNC', '7166')"	"{'UP': 'P08253', 'TEXT': 'MMP2', 'HGNC': '7166', 'MESH': 'D020778'}"	C0172537
OP risk	"(None, None)"	{'TEXT': 'OP risk'}	C0035647
Disease	"('MESH', 'D004194')"	"{'MESH': 'D004194', 'TEXT': 'Diseases'}"	C0012634
Recurrence	"('MESH', 'D012008')"	"{'MESH': 'D012008', 'TEXT': 'recurrence'}"	C0034897
EGR1	"('HGNC', '3238')"	"{'UP': 'P18146', 'TEXT': 'EGR-1', 'MESH': 'D051766', 'HGNC': '3238'}"	C1447045
HIV Infections	"('MESH', 'D015658')"	"{'MESH': 'D015658', 'TEXT': 'HIV infection'}"	C0019693
MAPK/ERK/EGR-1	"(None, None)"	{'TEXT': 'MAPK/ERK/EGR-1'}	C0082529
Premature Birth	"('MESH', 'D047928')"	"{'MESH': 'D047928', 'TEXT': 'preterm birth'}"	C0151526
response to hypoxia	"('GO', 'GO:0001666')"	"{'GO': 'GO:0001666', 'TEXT': 'response to hypoxia'}"	C1159441
CALM	"('FPLX', 'CALM')"	"{'FPLX': 'CALM', 'TEXT': 'CALM', 'NCIT': 'C16375', 'UP': 'P62158', 'MESH': 'D002147'}"	C0522165
superoxide	"('CHEBI', 'CHEBI:18421')"	"{'PUBCHEM': '5359597', 'TEXT': 'superoxide', 'CAS': '11062-77-4', 'MESH': 'D013481', 'HMDB': 'HMDB0002168', 'CHEBI': 'CHEBI:18421'}"	C0038836
mycotoxin	"('CHEBI', 'CHEBI:25442')"	"{'CHEBI': 'CHEBI:25442', 'TEXT': 'Mycotoxin', 'MESH': 'D009183'}"	C0026955
Neurodegenerative Diseases	"('MESH', 'D019636')"	"{'MESH': 'D019636', 'TEXT': 'Neurodegenerative Diseases'}"	C0524851
ASPRV1	"('HGNC', '26321')"	"{'UP': 'Q53RT3', 'TEXT': 'taps', 'HGNC': '26321'}"	C2239905
MAPT	"('HGNC', '6893')"	"{'UP': 'P10636', 'TEXT': 'microtubule-associated protein tau', 'HGNC': '6893'}"	C1446659
Neural Tube Defects	"('MESH', 'D009436')"	"{'MESH': 'D009436', 'TEXT': 'neural tube defects'}"	C0027794
Folate	"(None, None)"	"{'PUBCHEM': '6037', 'TEXT': 'Folate'}"	C0178638
DHCR7	"('HGNC', '2860')"	"{'UP': 'Q9UBM7', 'TEXT': '7-dehydrocholesterol reductase', 'HGNC': '2860'}"	C1414040
Smith-Lemli-Opitz Syndrome	"('MESH', 'D019082')"	"{'MESH': 'D019082', 'TEXT': 'Smith-Lemli-Opitz syndrome', 'DOID': 'DOID:14692'}"	C0175694
DHCR7	"('HGNC', '2860')"	"{'UP': 'Q9UBM7', 'TEXT': 'DHCR7', 'HGNC': '2860'}"	C1414040
NPC1	"('HGNC', '7897')"	"{'UP': 'O15118', 'TEXT': 'NPC1', 'MESH': 'D000077296', 'HGNC': '7897'}"	C3179455
7-ketocholesterol	"('CHEBI', 'CHEBI:64294')"	"{'CHEBI': 'CHEBI:64294', 'TEXT': '7-Ketocholesterol', 'PUBCHEM': '91474', 'CHEMBL': 'CHEMBL1278177', 'CAS': '566-28-9'}"	C0049920
CHEK1	"('HGNC', '1925')"	"{'UP': 'O14757', 'TEXT': 'Chk1', 'MESH': 'D000071877', 'HGNC': '1925'}"	C0659150
interleukin-8 production	"('GO', 'GO:0032637')"	"{'GO': 'GO:0032637', 'TEXT': 'IL-8 production'}"	C1819461
angiogenesis	"('GO', 'GO:0001525')"	"{'GO': 'GO:0001525', 'TEXT': 'neovascularization', 'MESH': 'D018919'}"	C0302600
CHEK2	"('HGNC', '16627')"	"{'UP': 'O96017', 'TEXT': 'Chk2', 'HGNC': '16627'}"	C1259236
CCL2	"('HGNC', '10618')"	"{'UP': 'P13500', 'TEXT': 'CCL2', 'HGNC': '10618', 'MESH': 'D018932'}"	C1449159
DRD	"('FPLX', 'DRD')"	"{'FPLX': 'DRD', 'TEXT': 'Dopamine Receptor', 'MESH': 'D011954', 'GO': 'GO:0004952', 'IP': 'IPR000929', 'NCIT': 'C17066'}"	C1851920
Frontotemporal Dementia	"('MESH', 'D057180')"	"{'MESH': 'D057180', 'TEXT': 'frontotemporal dementia with parkinsonism'}"	C0236642
ATM	"('HGNC', '795')"	"{'UP': 'Q13315', 'TEXT': 'ATM', 'HGNC': '795'}"	C3711796
SERPINA2	"('HGNC', '8985')"	"{'UP': 'P20848', 'TEXT': 'ATR', 'HGNC': '8985'}"	C3888213
ANCOVA	"(None, None)"	{'TEXT': 'ANCOVA'}	C0814908
AICDA	"('HGNC', '13203')"	"{'UP': 'Q9GZX7', 'TEXT': 'aid', 'HGNC': '13203'}"	C1421876
Alzheimer disease	"(None, None)"	"{'PF': 'PF09793', 'TEXT': 'Alzheimer disease'}"	C0002395
GLP1R	"('HGNC', '4324')"	"{'UP': 'P43220', 'TEXT': 'GLP1R', 'MESH': 'D000067757', 'HGNC': '4324'}"	C1415105
DEGs	"(None, None)"	"{'PF': 'PF05384', 'TEXT': 'DEGs'}"	C3539688
GGA3	"('HGNC', '17079')"	"{'UP': 'Q9NZ52', 'TEXT': 'GGA3', 'HGNC': '17079'}"	C1424728
fat-1 transgene	"(None, None)"	{'TEXT': 'fat-1 transgene'}	C0282641
n-6 PUFAs	"(None, None)"	{'TEXT': 'n-6 PUFAs'}	C0032615
endogenous n-3 PUFAs	"(None, None)"	{'TEXT': 'endogenous n-3 PUFAs'}	C0032615
lipid homeostasis	"('GO', 'GO:0055088')"	"{'GO': 'GO:0055088', 'TEXT': 'lipid homeostasis'}"	C2262744
ruthenium red	"('CHEBI', 'CHEBI:34956')"	"{'PUBCHEM': '53356667', 'TEXT': 'ruthenium red', 'CAS': '25125-46-6', 'CHEBI': 'CHEBI:34956'}"	C0035975
magnesium atom	"('CHEBI', 'CHEBI:25107')"	"{'PUBCHEM': '5462224', 'TEXT': 'MG', 'DRUGBANK': 'DB01378', 'MESH': 'D008274', 'CHEBI': 'CHEBI:25107', 'CAS': '7439-95-4'}"	C0024467
CETP	"('HGNC', '1869')"	"{'UP': 'P11597', 'TEXT': 'CETP', 'HGNC': '1869'}"	C4050214
GLUL	"('HGNC', '4341')"	"{'UP': 'P15104', 'TEXT': 'GS', 'HGNC': '4341', 'MESH': 'D005974'}"	C1415119
Protease	"('FPLX', 'Protease')"	"{'FPLX': 'Protease', 'TEXT': 'Proteases', 'NCIT': 'C16965', 'MESH': 'D010447'}"	C0030946
carbon monoxide	"('CHEBI', 'CHEBI:17245')"	"{'PUBCHEM': '281', 'TEXT': 'carbon monoxide', 'CHEMBL': 'CHEMBL1231840', 'DRUGBANK': 'DB11588', 'HMDB': 'HMDB0001361', 'CHEBI': 'CHEBI:17245', 'CAS': '630-08-0'}"	C0007018
HMOX1	"('HGNC', '5013')"	"{'UP': 'P09601', 'TEXT': 'Heme oxygenase-1', 'HGNC': '5013'}"	C0538674
AchE inhibitors	"(None, None)"	{'TEXT': 'AchE inhibitors'}	C0234238
Kv2.1 channels	"(None, None)"	{'TEXT': 'Kv2.1 channels'}	C0439799
prazosin	"('CHEBI', 'CHEBI:8364')"	"{'CHEBI': 'CHEBI:8364', 'TEXT': 'prazosin', 'CHEMBL': 'CHEMBL2', 'DRUGBANK': 'DB00457', 'CAS': '19216-56-9', 'PUBCHEM': '4893', 'HMDB': 'HMDB0014600', 'MESH': 'D011224'}"	C0032912
alendronic acid	"('CHEBI', 'CHEBI:2567')"	"{'PUBCHEM': '2088', 'TEXT': 'Alendronate', 'CHEBI': 'CHEBI:2567', 'CHEMBL': 'CHEMBL870', 'HMDB': 'HMDB0001915', 'CAS': '66376-36-1', 'MESH': 'D019386', 'DRUGBANK': 'DB00630'}"	C0771311
Hip Fractures	"('MESH', 'D006620')"	"{'MESH': 'D006620', 'TEXT': 'hip fractures', 'EFO': '0003964'}"	C0019557
nifedipine	"('CHEBI', 'CHEBI:7565')"	"{'PUBCHEM': '4485', 'TEXT': 'nifedipine', 'CHEBI': 'CHEBI:7565', 'HMDB': 'HMDB0015247', 'CHEMBL': 'CHEMBL193', 'CAS': '21829-25-4', 'DRUGBANK': 'DB01115', 'MESH': 'D009543'}"	C0028066
double-stranded RNA	"('CHEBI', 'CHEBI:67208')"	"{'CHEBI': 'CHEBI:67208', 'TEXT': 'double-stranded RNA', 'MESH': 'D012330'}"	C0035693
kinase-like	"(None, None)"	"{'PF': 'PF14531', 'TEXT': 'kinase-like'}"	C0031727
CaMKKII inhibitor	"(None, None)"	{'TEXT': 'CaMKKII inhibitor'}	C1999216
Apolipoprotein E4 protein	"(None, None)"	{'TEXT': 'Apolipoprotein E4 protein'}	C0101589
PRKN	"('HGNC', '8607')"	"{'UP': 'O60260', 'TEXT': 'Parkin', 'HGNC': '8607'}"	C1311470
RE	"('UP', 'B9DFK5')"	"{'UP': 'B9DFK5', 'TEXT': 'RE'}"	C2986904
Alzheimer Disease	"('MESH', 'D000544')"	"{'MESH': 'D000544', 'TEXT': 'Alzheimer dementia'}"	C0002395
Schisandrin	"(None, None)"	{'TEXT': 'Schisandrin'}	C0141729
tan	"(None, None)"	"{'PF': 'PF11640', 'TEXT': 'tan'}"	C0302595
zinc atom	"('CHEBI', 'CHEBI:27363')"	"{'PUBCHEM': '23994', 'TEXT': 'Zn', 'CAS': '7440-66-6', 'CHEBI': 'CHEBI:27363', 'CHEMBL': 'CHEMBL1201279', 'DRUGBANK': 'DB01593'}"	C0043481
F11	"('HGNC', '3529')"	"{'UP': 'P03951', 'TEXT': 'PTA', 'MESH': 'D005172', 'HGNC': '3529'}"	C1414498
reactive oxygen species biosynthetic process	"('GO', 'GO:1903409')"	"{'GO': 'GO:1903409', 'TEXT': 'ROS formation'}"	C3894443
4-phenylbutyric acid	"('CHEBI', 'CHEBI:41500')"	"{'CHEBI': 'CHEBI:41500', 'TEXT': '4-phenylbutyric acid', 'HMDB': 'HMDB0000543', 'CAS': '1821-12-1', 'DRUGBANK': 'DB06819', 'PUBCHEM': '4775', 'CHEMBL': 'CHEMBL1469'}"	C0170531
platelet activation	"('GO', 'GO:0030168')"	"{'GO': 'GO:0030168', 'TEXT': 'platelet activation', 'MESH': 'D015539'}"	C0032173
WFS1	"('HGNC', '12762')"	"{'UP': 'O76024', 'TEXT': 'WFS1', 'HGNC': '12762'}"	C4551693
Wolfram Syndrome	"('MESH', 'D014929')"	"{'MESH': 'D014929', 'TEXT': 'Wolfram syndrome'}"	C0043207
icariin	"('CHEBI', 'CHEBI:78420')"	"{'CHEBI': 'CHEBI:78420', 'TEXT': 'icariin', 'PUBCHEM': '5318997', 'CAS': '489-32-7', 'CHEMBL': 'CHEMBL553204', 'DRUGBANK': 'DB12052'}"	C0063273
Wolfram Syndrome	"('MESH', 'D014929')"	"{'MESH': 'D014929', 'TEXT': 'Wolfram syndrome 1'}"	C0043207
AWAT2	"('HGNC', '23251')"	"{'UP': 'Q6E213', 'TEXT': 'WS', 'HGNC': '23251'}"	C1539289
NOS2	"('HGNC', '7873')"	"{'UP': 'P35228', 'TEXT': 'iNOS', 'HGNC': '7873'}"	C1533698
LM11A-31	"(None, None)"	{'TEXT': 'LM11A-31'}	C3501427
PTGS2	"('HGNC', '9605')"	"{'UP': 'P35354', 'TEXT': 'cyclooxygenase-2', 'MESH': 'D051546', 'HGNC': '9605'}"	C0387583
L-BMAA	"('CHEBI', 'CHEBI:73169')"	"{'CHEBI': 'CHEBI:73169', 'TEXT': 'l-BMAA', 'CAS': '15920-93-1', 'CHEMBL': 'CHEMBL11488', 'PUBCHEM': '105089'}"	C0124981
L-serine	"('CHEBI', 'CHEBI:17115')"	"{'CHEBI': 'CHEBI:17115', 'TEXT': 'l-serine', 'CHEMBL': 'CHEMBL11298', 'CAS': '56-45-1', 'MESH': 'D012694', 'PUBCHEM': '5951', 'HMDB': 'HMDB0000187', 'DRUGBANK': 'DB00133'}"	C0036720
Cerebrovascular Disorders	"('MESH', 'D002561')"	"{'MESH': 'D002561', 'TEXT': 'cerebrovascular disorders', 'EFO': '0003763'}"	C0007820
ABC transporter	"(None, None)"	"{'PF': 'PF00005', 'TEXT': 'ABC transporter'}"	C0242738
GRSs	"(None, None)"	{'TEXT': 'GRSs'}	C1412761
TARDBP	"('HGNC', '11571')"	"{'UP': 'Q13148', 'TEXT': 'TARDBP', 'HGNC': '11571'}"	C1420588
pramlintide	"('CHEBI', 'CHEBI:135922')"	"{'CHEBI': 'CHEBI:135922', 'TEXT': 'pramlintide', 'DRUGBANK': 'DB01278', 'CHEMBL': 'CHEMBL2103758', 'CAS': '151126-32-8', 'PUBCHEM': '70691388'}"	C0537551
SERPINA5	"('HGNC', '8723')"	"{'UP': 'P05154', 'TEXT': 'PCI', 'MESH': 'D018046', 'HGNC': '8723'}"	C0072348
CACNA1A	"('HGNC', '1388')"	"{'UP': 'O00555', 'TEXT': 'BI', 'HGNC': '1388'}"	C1456413
Frontotemporal Lobar Degeneration	"('MESH', 'D057174')"	"{'MESH': 'D057174', 'TEXT': 'FTLD'}"	C0751072
GKN1	"('HGNC', '23217')"	"{'UP': 'Q9NS71', 'TEXT': 'GKN1', 'HGNC': '23217'}"	C1427996
ADCYAP1	"('HGNC', '241')"	"{'UP': 'P18509', 'TEXT': 'PACAP', 'MESH': 'D051219', 'HGNC': '241'}"	C1412228
SIRT3	"('HGNC', '14931')"	"{'UP': 'Q9NTG7', 'TEXT': 'Sirt3', 'MESH': 'D056566', 'HGNC': '14931'}"	C2720169
APOC1	"('HGNC', '607')"	"{'UP': 'P02654', 'TEXT': 'apoC-I', 'HGNC': '607', 'MESH': 'D053302'}"	C0608460
sodium azide	"('CHEBI', 'CHEBI:278547')"	"{'CHEBI': 'CHEBI:278547', 'TEXT': 'Sodium azide', 'PUBCHEM': '33557', 'CAS': '26628-22-8', 'CHEMBL': 'CHEMBL89295', 'MESH': 'D019810'}"	C0074721
cyclooxygenase inhibitors	"(None, None)"	{'TEXT': 'cyclooxygenase inhibitors'}	C0085387
gsk	"('UP', 'P0AEW6')"	"{'UP': 'P0AEW6', 'TEXT': 'GSK'}"	C1325174
prostaglandin J2	"('CHEBI', 'CHEBI:27485')"	"{'PUBCHEM': '5280884', 'TEXT': 'PGJ2', 'CAS': '60203-57-8', 'CHEBI': 'CHEBI:27485', 'HMDB': 'HMDB0002710', 'CHEMBL': 'CHEMBL1397260'}"	C0050218
INK4a	"(None, None)"	{'TEXT': 'INK4a'}	C0525037
sodium selenate	"('CHEBI', 'CHEBI:77775')"	"{'CHEBI': 'CHEBI:77775', 'TEXT': 'Sodium selenate', 'CHEMBL': 'CHEMBL114503', 'CAS': '13410-01-0', 'PUBCHEM': '25960'}"	C0074765
Epidermal growth factor	"('UP', 'Q9GU69')"	"{'UP': 'Q9GU69', 'TEXT': 'Epidermal growth factor'}"	C0242275
NPC2	"('HGNC', '14537')"	"{'UP': 'P61916', 'TEXT': 'NPC2', 'HGNC': '14537'}"	C1843366
Periodontitis	"('MESH', 'D010518')"	"{'MESH': 'D010518', 'TEXT': 'periodontitis'}"	C0031099
"Stroke, Lacunar"	"('MESH', 'D059409')"	"{'MESH': 'D059409', 'TEXT': 'lacunar stroke', 'HP': 'HP:0032325'}"	C0038454
Gamma_secretase	"('FPLX', 'Gamma_secretase')"	"{'FPLX': 'Gamma_secretase', 'TEXT': 'gamma secretase', 'NCIT': 'C95114', 'GO': 'GO:0070765'}"	C0379528
PAEP	"('HGNC', '8573')"	"{'UP': 'P09466', 'TEXT': 'GD', 'MESH': 'D000071816', 'HGNC': '8573'}"	C1418244
CYP isoforms	"(None, None)"	{'TEXT': 'CYP isoforms'}	C0010762
epidermal growth factor	"('UP', 'Q9GU69')"	"{'UP': 'Q9GU69', 'TEXT': 'epidermal growth factor'}"	C0242275
glucocerebrosidase gene	"(None, None)"	{'TEXT': 'glucocerebrosidase gene'}	C0017768
GM1	"(None, None)"	"{'PUBCHEM': '22833613', 'TEXT': 'GM1'}"	C0016895
PS1dE9 mice	"(None, None)"	{'TEXT': 'PS1dE9 mice'}	C0026809
amyloid beta1-42	"(None, None)"	{'TEXT': 'amyloid beta1-42'}	C0611285
CCR2 RFP	"(None, None)"	{'TEXT': 'CCR2 RFP'}	C0035608
GFP	"(None, None)"	"{'PF': 'PF01353', 'TEXT': 'GFP'}"	C0120285
uridine 5'-monophosphate	"('CHEBI', 'CHEBI:16695')"	"{'PUBCHEM': '6030', 'TEXT': 'PU', 'CHEBI': 'CHEBI:16695', 'CHEMBL': 'CHEMBL214393', 'HMDB': 'HMDB0000288', 'MESH': 'D014542', 'DRUGBANK': 'DB03685', 'CAS': '58-97-9'}"	C0042002
biomarker	"('CHEBI', 'CHEBI:59163')"	"{'CHEBI': 'CHEBI:59163', 'TEXT': 'Biomarker', 'MESH': 'D015415'}"	C0005516
COX	"('FPLX', 'COX')"	"{'FPLX': 'COX', 'TEXT': 'complex IV', 'NCIT': 'C26034', 'GO': 'GO:0005751', 'HGNC_GROUP': '643', 'ECCODE': '1.9.3.1', 'MESH': 'D003576'}"	C1565830
BIN1	"('HGNC', '1052')"	"{'UP': 'O00499', 'TEXT': 'Bridging Integrator 1', 'HGNC': '1052'}"	C1332412
electron transport chain	"('GO', 'GO:0022900')"	"{'GO': 'GO:0022900', 'TEXT': 'electron transport chain'}"	C2244392
one-carbon metabolic process	"('GO', 'GO:0006730')"	"{'GO': 'GO:0006730', 'TEXT': 'one-carbon metabolism'}"	C1158831
penciclovir	"(None, None)"	"{'PUBCHEM': '4725', 'TEXT': 'penciclovir'}"	C0164815
NR5A2	"('HGNC', '7984')"	"{'UP': 'O00482', 'TEXT': 'CPF', 'HGNC': '7984'}"	C1417839
bisphenol A	"('CHEBI', 'CHEBI:33216')"	"{'CHEBI': 'CHEBI:33216', 'TEXT': 'bisphenol A', 'CHEMBL': 'CHEMBL418971', 'PUBCHEM': '6623', 'CAS': '80-05-7', 'HMDB': 'HMDB0032133', 'DRUGBANK': 'DB06973'}"	C0053800
SDC2	"('HGNC', '10659')"	"{'UP': 'P34741', 'TEXT': 'HSPG', 'HGNC': '10659', 'MESH': 'D053669'}"	C1419892
NGFR	"('HGNC', '7809')"	"{'UP': 'P08138', 'TEXT': 'NGFR', 'MESH': 'D020800', 'HGNC': '7809'}"	C1435659
S100	"('FPLX', 'S100')"	"{'FPLX': 'S100', 'TEXT': 'S100'}"	C1441165
NEP28	"(None, None)"	{'TEXT': 'NEP28'}	C3851553
signal transduction	"('GO', 'GO:0007165')"	"{'GO': 'GO:0007165', 'TEXT': 'signalling pathway', 'MESH': 'D015398'}"	C0037083
FRMD4A	"('HGNC', '25491')"	"{'UP': 'Q9P2Q2', 'TEXT': 'FRMD4A', 'HGNC': '25491'}"	C1539533
ARF6	"('HGNC', '659')"	"{'UP': 'P62330', 'TEXT': 'Arf6', 'HGNC': '659'}"	C1412511
docosahexaenoic acid	"('CHEBI', 'CHEBI:36005')"	"{'CHEBI': 'CHEBI:36005', 'TEXT': 'Docosahexaenoic Acid', 'MESH': 'D004281'}"	C0012968
lipoxin A4	"('CHEBI', 'CHEBI:6498')"	"{'CHEBI': 'CHEBI:6498', 'TEXT': 'lipoxin A4', 'PUBCHEM': '5280914', 'CHEMBL': 'CHEMBL392438', 'HMDB': 'HMDB0004385'}"	C0048893
Stress	"(None, None)"	{'TEXT': 'Stress'}	C0038435
"Obesity, Abdominal"	"('MESH', 'D056128')"	"{'MESH': 'D056128', 'TEXT': 'abdominal obesity'}"	C0028754
ARA+ diet	"(None, None)"	{'TEXT': 'ARA+ diet'}	C0012155
Vitamin B 12 Deficiency	"('MESH', 'D014806')"	"{'MESH': 'D014806', 'TEXT': 'vitamin B12 deficiency'}"	C0042847
selenium atom	"('CHEBI', 'CHEBI:27568')"	"{'PUBCHEM': '6326970', 'TEXT': 'Selenium', 'MESH': 'D012643', 'CHEBI': 'CHEBI:27568', 'DRUGBANK': 'DB11135'}"	C0036581
Epilepsy	"('MESH', 'D004827')"	"{'MESH': 'D004827', 'TEXT': 'epilepsy'}"	C0014544
ITM2B	"('HGNC', '6174')"	"{'UP': 'Q9Y287', 'TEXT': 'ITM2B', 'HGNC': '6174'}"	C1416512
Sleep Deprivation	"('MESH', 'D012892')"	"{'MESH': 'D012892', 'TEXT': 'sleep deprivation'}"	C0037316
ZFYVE9	"('HGNC', '6775')"	"{'UP': 'O95405', 'TEXT': 'NSP', 'HGNC': '6775'}"	C1538172
FBD	"(None, None)"	"{'PF': 'PF08387', 'TEXT': 'FBD'}"	C1867773
valproic acid	"('CHEBI', 'CHEBI:39867')"	"{'CHEBI': 'CHEBI:39867', 'TEXT': 'valproic acid', 'CHEMBL': 'CHEMBL109', 'CAS': '99-66-1', 'PUBCHEM': '3121', 'DRUGBANK': 'DB00313', 'HMDB': 'HMDB0001877'}"	C0042291
valproic acid	"('CHEBI', 'CHEBI:39867')"	"{'PUBCHEM': '3121', 'TEXT': 'VPA', 'CHEMBL': 'CHEMBL109', 'CAS': '99-66-1', 'CHEBI': 'CHEBI:39867', 'DRUGBANK': 'DB00313', 'HMDB': 'HMDB0001877'}"	C0042291
BACE1 inhibitor	"(None, None)"	{'TEXT': 'BACE1 inhibitor'}	C1999216
CTSG	"('HGNC', '2532')"	"{'UP': 'P08311', 'TEXT': 'CG', 'HGNC': '2532', 'MESH': 'D056649'}"	C1413814
FAD	"('CHEBI', 'CHEBI:16238')"	"{'PUBCHEM': '643975', 'TEXT': 'FAD', 'CHEMBL': 'CHEMBL1232653', 'HMDB': 'HMDB0001248', 'CHEBI': 'CHEBI:16238', 'CAS': '146-14-5', 'MESH': 'D005182', 'DRUGBANK': 'DB03147'}"	C3247466
EA-CG	"(None, None)"	{'TEXT': 'EA-CG'}	C0014963
Dyslipidemias	"('MESH', 'D050171')"	"{'MESH': 'D050171', 'TEXT': 'Dyslipidemia', 'HP': 'HP:0003119'}"	C0242339
BACE1	"('HGNC', '933')"	"{'UP': 'P56817', 'TEXT': 'beta secretase-1', 'HGNC': '933'}"	C1412727
LPS with O-antigen	"('CHEBI', 'CHEBI:89981')"	"{'PUBCHEM': '53481793', 'TEXT': 'LPS', 'CHEBI': 'CHEBI:89981'}"	C0069180
HIGH diet	"(None, None)"	{'TEXT': 'HIGH diet'}	C0012155
Cholinesterase	"('FPLX', 'Cholinesterase')"	"{'FPLX': 'Cholinesterase', 'TEXT': 'cholinesterase', 'IP': 'IPR000997'}"	C0728810
isoflurane	"('CHEBI', 'CHEBI:6015')"	"{'CHEBI': 'CHEBI:6015', 'TEXT': 'isoflurane', 'CAS': '26675-46-7', 'MESH': 'D007530', 'DRUGBANK': 'DB00753', 'CHEMBL': 'CHEMBL1256', 'HMDB': 'HMDB0014891', 'PUBCHEM': '3763'}"	C0022180
HSPA	"('FPLX', 'HSPA')"	"{'FPLX': 'HSPA', 'TEXT': 'HSP70', 'PF': 'PF00012', 'MESH': 'D018840'}"	C0243043
CHL1	"('HGNC', '1939')"	"{'UP': 'O00533', 'TEXT': 'CHL1', 'HGNC': '1939'}"	C1413393
Aging	"('MESH', 'D000375')"	"{'MESH': 'D000375', 'TEXT': 'cell senescence'}"	C0001811
Glucagon-like peptide 1	"('CHEBI', 'CHEBI:80270')"	"{'CHEBI': 'CHEBI:80270', 'TEXT': 'Glucagon-like peptide-1', 'MESH': 'D052216'}"	C0061355
glucagon secretion	"('GO', 'GO:0070091')"	"{'GO': 'GO:0070091', 'TEXT': 'glucagon secretion'}"	C2610739
VHL	"('HGNC', '12687')"	"{'UP': 'P40337', 'TEXT': 'VHL', 'HGNC': '12687'}"	C0299505
HIF1	"('FPLX', 'HIF1')"	"{'FPLX': 'HIF1', 'PF': 'PF11413', 'TEXT': 'hypoxia inducible factor-1', 'NCIT': 'C17690'}"	C0215848
establishment or maintenance of cell polarity	"('GO', 'GO:0007163')"	"{'GO': 'GO:0007163', 'TEXT': 'cell polarity'}"	C1156006
GRN	"('HGNC', '4601')"	"{'UP': 'P28799', 'TEXT': 'PGRN', 'HGNC': '4601', 'MESH': 'D000077153'}"	C1415311
TWIST1	"('HGNC', '12428')"	"{'UP': 'Q15672', 'TEXT': 'Twist1', 'MESH': 'D051879', 'HGNC': '12428'}"	C0533325
network	"(None, None)"	{'TEXT': 'network'}	C0150775
apoE4 allele	"(None, None)"	{'TEXT': 'apoE4 allele'}	C3642141
RBM45	"('HGNC', '24468')"	"{'UP': 'Q8IUH3', 'TEXT': 'DRB1', 'HGNC': '24468'}"	C1837204
Weight Loss	"('MESH', 'D015431')"	"{'MESH': 'D015431', 'TEXT': 'weight loss'}"	C1262477
Histone_H3	"('FPLX', 'Histone_H3')"	"{'FPLX': 'Histone_H3', 'TEXT': 'histone 3', 'IP': 'IPR000164', 'NCIT': 'C16685'}"	C0019647
CD36	"('HGNC', '1663')"	"{'UP': 'P16671', 'TEXT': 'fat', 'HGNC': '1663', 'MESH': 'D018955'}"	C3887682
Sleep Disturbance	"(None, None)"	{'TEXT': 'Sleep Disturbance'}	C0851578
Lipid Metabolism Disorders	"('MESH', 'D052439')"	"{'MESH': 'D052439', 'TEXT': 'lipid metabolism disorders'}"	C0154251
CSF1R	"('HGNC', '2433')"	"{'UP': 'P07333', 'TEXT': 'CSF1R', 'HGNC': '2433', 'MESH': 'D016186'}"	C0879468
TEAD1	"('HGNC', '11714')"	"{'UP': 'P28347', 'TEXT': 'A/A', 'HGNC': '11714'}"	C1420679
CSF1R	"('HGNC', '2433')"	"{'UP': 'P07333', 'TEXT': 'colony-stimulating factor 1 receptor', 'HGNC': '2433', 'MESH': 'D016186'}"	C0879468
Prediabetic State	"('MESH', 'D011236')"	"{'MESH': 'D011236', 'TEXT': 'prediabetes'}"	C0362046
NGFR	"('HGNC', '7809')"	"{'UP': 'P08138', 'TEXT': 'p75NTR', 'MESH': 'D020800', 'HGNC': '7809'}"	C1435659
creatine	"('CHEBI', 'CHEBI:16919')"	"{'CHEBI': 'CHEBI:16919', 'TEXT': 'creatine', 'DRUGBANK': 'DB00148', 'CAS': '57-00-1', 'HMDB': 'HMDB0000064', 'MESH': 'D003401', 'CHEMBL': 'CHEMBL283800', 'PUBCHEM': '586'}"	C0010286
immediate upstream stimulator	"(None, None)"	{'TEXT': 'immediate upstream stimulator'}	C0175727
PI3K	"('FPLX', 'PI3K')"	"{'FPLX': 'PI3K', 'TEXT': 'PI3 K', 'NCIT': 'C17270'}"	C2936824
myricetin	"('CHEBI', 'CHEBI:18152')"	"{'PUBCHEM': '5281672', 'TEXT': 'myricetin', 'CAS': '529-44-2', 'DRUGBANK': 'DB02375', 'HMDB': 'HMDB0002755', 'CHEMBL': 'CHEMBL164', 'CHEBI': 'CHEBI:18152'}"	C0067067
trans-aconitic acid	"('CHEBI', 'CHEBI:32806')"	"{'PUBCHEM': '444212', 'TEXT': 'acid', 'CHEMBL': 'CHEMBL153658', 'HMDB': 'HMDB0000958', 'CAS': '4023-65-8', 'CHEBI': 'CHEBI:32806'}"	C0001158
